11 Mar 2021 15:01:46 LoggerProviders [DEBUG] Logging Provider: org.jboss.logging.Log4j2LoggerProvider
11 Mar 2021 15:01:46 IntegratorServiceImpl [DEBUG] Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
11 Mar 2021 15:01:46 IntegratorServiceImpl [DEBUG] Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
11 Mar 2021 15:01:46 IntegratorServiceImpl [DEBUG] Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
11 Mar 2021 15:01:47 Version [INFO] HHH000412: Hibernate ORM core version 5.4.28.Final
11 Mar 2021 15:01:47 DefaultIdentifierGeneratorFactory [DEBUG] Registering IdentifierGenerator strategy [assigned] -> [org.hibernate.id.Assigned]
11 Mar 2021 15:01:47 DefaultIdentifierGeneratorFactory [DEBUG] Registering IdentifierGenerator strategy [identity] -> [org.hibernate.id.IdentityGenerator]
11 Mar 2021 15:01:47 DefaultIdentifierGeneratorFactory [DEBUG] Registering IdentifierGenerator strategy [select] -> [org.hibernate.id.SelectGenerator]
11 Mar 2021 15:01:47 DefaultIdentifierGeneratorFactory [DEBUG] Registering IdentifierGenerator strategy [sequence] -> [org.hibernate.id.enhanced.SequenceStyleGenerator]
11 Mar 2021 15:01:47 DefaultIdentifierGeneratorFactory [DEBUG] Registering IdentifierGenerator strategy [seqhilo] -> [org.hibernate.id.SequenceHiLoGenerator]
11 Mar 2021 15:01:47 DefaultIdentifierGeneratorFactory [DEBUG] Registering IdentifierGenerator strategy [increment] -> [org.hibernate.id.IncrementGenerator]
11 Mar 2021 15:01:47 DefaultIdentifierGeneratorFactory [DEBUG] Registering IdentifierGenerator strategy [foreign] -> [org.hibernate.id.ForeignGenerator]
11 Mar 2021 15:01:47 DefaultIdentifierGeneratorFactory [DEBUG] Registering IdentifierGenerator strategy [sequence-identity] -> [org.hibernate.id.SequenceIdentityGenerator]
11 Mar 2021 15:01:47 DefaultIdentifierGeneratorFactory [DEBUG] Registering IdentifierGenerator strategy [enhanced-sequence] -> [org.hibernate.id.enhanced.SequenceStyleGenerator]
11 Mar 2021 15:01:47 DefaultIdentifierGeneratorFactory [DEBUG] Registering IdentifierGenerator strategy [enhanced-table] -> [org.hibernate.id.enhanced.TableGenerator]
11 Mar 2021 15:01:47 DriverManagerConnectionProviderImpl [WARN] HHH10001002: Using Hibernate built-in connection pool (not for production use!)
11 Mar 2021 15:01:47 DriverManagerConnectionProviderImpl [INFO] HHH10001005: using driver [org.postgresql.Driver] at URL [jdbc:postgresql://jan25instance.cdcjfc11zsch.us-east-2.rds.amazonaws.com:5432/postgres]
11 Mar 2021 15:01:47 DriverManagerConnectionProviderImpl [INFO] HHH10001001: Connection properties: {password=password, user=postgres}
11 Mar 2021 15:01:47 DriverManagerConnectionProviderImpl [INFO] HHH10001003: Autocommit mode: false
11 Mar 2021 15:01:47 DelegatingBasicLogger [DEBUG] Initializing Connection pool with 1 Connections
11 Mar 2021 15:01:47 DriverManagerConnectionProviderImpl$PooledConnections [INFO] HHH000115: Hibernate connection pool size: 5 (min=1)
11 Mar 2021 15:01:48 JdbcEnvironmentInitiator [DEBUG] Database ->
       name : PostgreSQL
    version : 12.5
      major : 12
      minor : 5
11 Mar 2021 15:01:48 JdbcEnvironmentInitiator [DEBUG] Driver ->
       name : PostgreSQL JDBC Driver
    version : 42.2.18
      major : 42
      minor : 2
11 Mar 2021 15:01:48 DelegatingBasicLogger [DEBUG] JDBC version : 4.2
11 Mar 2021 15:01:48 Dialect [INFO] HHH000400: Using dialect: org.hibernate.dialect.PostgreSQLDialect
11 Mar 2021 15:01:48 IdentifierHelperBuilder [DEBUG] JDBC driver metadata reported database stores quoted identifiers in neither upper, lower nor mixed case
11 Mar 2021 15:01:49 Namespace [DEBUG] Created database namespace [logicalName=Name{catalog=null, schema=null}, physicalName=Name{catalog=null, schema=null}]
11 Mar 2021 15:01:49 BasicTypeRegistry [DEBUG] Adding type registration pg-uuid -> org.hibernate.type.PostgresUUIDType@1cd3b138
11 Mar 2021 15:01:49 BasicTypeRegistry [DEBUG] Adding type registration java.util.UUID -> org.hibernate.type.PostgresUUIDType@1cd3b138
11 Mar 2021 15:01:49 BasicTypeRegistry [DEBUG] HHH000270: Type registration [java.util.UUID] overrides previous : org.hibernate.type.UUIDBinaryType@659925f4
11 Mar 2021 15:01:49 TypeConfiguration [DEBUG] Scoping TypeConfiguration [org.hibernate.type.spi.TypeConfiguration@4745e9c] to MetadataBuildingContext [org.hibernate.boot.internal.MetadataBuildingContextRootImpl@2f2bff16]
11 Mar 2021 15:01:49 AnnotationBinder [DEBUG] Binding entity from annotated class: com.revature.model.CityStatePostal
11 Mar 2021 15:01:49 Ejb3Column [DEBUG] Binding column: Ejb3DiscriminatorColumn{logicalColumnName'DTYPE', discriminatorTypeName='string'}
11 Mar 2021 15:01:49 EntityBinder [DEBUG] Import with entity name CityStatePostal
11 Mar 2021 15:01:49 Namespace [DEBUG] Created database namespace [logicalName=Name{catalog=null, schema=`ExpenseReimbursementManagementSystem`}, physicalName=Name{catalog=null, schema=`ExpenseReimbursementManagementSystem`}]
11 Mar 2021 15:01:49 EntityBinder [DEBUG] Bind entity com.revature.model.CityStatePostal on table city_state_postal
11 Mar 2021 15:01:49 Ejb3Column [DEBUG] Binding column: Ejb3Column{table=org.hibernate.mapping.Table(ExpenseReimbursementManagementSystem.city_state_postal), mappingColumn=postalCode, insertable=true, updatable=true, unique=false}
11 Mar 2021 15:01:49 ClassLoaderAccessImpl [DEBUG] Not known whether passed class name [com.revature.model.CityStatePostal] is safe
11 Mar 2021 15:01:49 ClassLoaderAccessImpl [DEBUG] No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : com.revature.model.CityStatePostal
11 Mar 2021 15:01:49 PropertyBinder [DEBUG] MetadataSourceProcessor property postalCode with lazy=false
11 Mar 2021 15:01:49 AbstractPropertyHolder [DEBUG] Attempting to locate auto-apply AttributeConverter for property [com.revature.model.CityStatePostal:postalCode]
11 Mar 2021 15:01:49 SimpleValueBinder [DEBUG] building SimpleValue for postalCode
11 Mar 2021 15:01:49 PropertyBinder [DEBUG] Building property postalCode
11 Mar 2021 15:01:49 BinderHelper [DEBUG] #makeIdGenerator(org.hibernate.mapping.SimpleValue([org.hibernate.mapping.Column(postalCode)]), postalCode, assigned, , ...)
11 Mar 2021 15:01:49 Ejb3Column [DEBUG] Binding column: Ejb3Column{table=org.hibernate.mapping.Table(ExpenseReimbursementManagementSystem.city_state_postal), mappingColumn=city, insertable=true, updatable=true, unique=false}
11 Mar 2021 15:01:49 PropertyBinder [DEBUG] MetadataSourceProcessor property city with lazy=false
11 Mar 2021 15:01:49 AbstractPropertyHolder [DEBUG] Attempting to locate auto-apply AttributeConverter for property [com.revature.model.CityStatePostal:city]
11 Mar 2021 15:01:49 SimpleValueBinder [DEBUG] building SimpleValue for city
11 Mar 2021 15:01:49 PropertyBinder [DEBUG] Building property city
11 Mar 2021 15:01:49 Ejb3Column [DEBUG] Binding column: Ejb3Column{table=org.hibernate.mapping.Table(ExpenseReimbursementManagementSystem.city_state_postal), mappingColumn=state, insertable=true, updatable=true, unique=false}
11 Mar 2021 15:01:49 PropertyBinder [DEBUG] MetadataSourceProcessor property state with lazy=false
11 Mar 2021 15:01:49 AbstractPropertyHolder [DEBUG] Attempting to locate auto-apply AttributeConverter for property [com.revature.model.CityStatePostal:state]
11 Mar 2021 15:01:49 SimpleValueBinder [DEBUG] building SimpleValue for state
11 Mar 2021 15:01:49 PropertyBinder [DEBUG] Building property state
11 Mar 2021 15:01:49 AnnotationBinder [DEBUG] Binding entity from annotated class: com.revature.model.EventLocation
11 Mar 2021 15:01:49 Ejb3Column [DEBUG] Binding column: Ejb3DiscriminatorColumn{logicalColumnName'DTYPE', discriminatorTypeName='string'}
11 Mar 2021 15:01:49 EntityBinder [DEBUG] Import with entity name EventLocation
11 Mar 2021 15:01:49 EntityBinder [DEBUG] Bind entity com.revature.model.EventLocation on table event_location
11 Mar 2021 15:01:49 Ejb3Column [DEBUG] Binding column: Ejb3Column{table=org.hibernate.mapping.Table(ExpenseReimbursementManagementSystem.event_location), mappingColumn=locationId, insertable=true, updatable=true, unique=false}
11 Mar 2021 15:01:49 ClassLoaderAccessImpl [DEBUG] Not known whether passed class name [com.revature.model.EventLocation] is safe
11 Mar 2021 15:01:49 ClassLoaderAccessImpl [DEBUG] No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : com.revature.model.EventLocation
11 Mar 2021 15:01:49 PropertyBinder [DEBUG] MetadataSourceProcessor property locationId with lazy=false
11 Mar 2021 15:01:49 AbstractPropertyHolder [DEBUG] Attempting to locate auto-apply AttributeConverter for property [com.revature.model.EventLocation:locationId]
11 Mar 2021 15:01:49 SimpleValueBinder [DEBUG] building SimpleValue for locationId
11 Mar 2021 15:01:49 PropertyBinder [DEBUG] Building property locationId
11 Mar 2021 15:01:49 BinderHelper [DEBUG] #makeIdGenerator(org.hibernate.mapping.SimpleValue([org.hibernate.mapping.Column(locationId)]), locationId, assigned, , ...)
11 Mar 2021 15:01:49 Ejb3Column [DEBUG] Binding column: Ejb3JoinColumn{logicalColumnName='postalCode', referencedColumn='', mappedBy=''}
11 Mar 2021 15:01:49 Ejb3Column [DEBUG] Binding column: Ejb3Column{table=org.hibernate.mapping.Table(ExpenseReimbursementManagementSystem.event_location), mappingColumn=cityStatePostal, insertable=true, updatable=true, unique=false}
11 Mar 2021 15:01:49 PropertyBinder [DEBUG] Building property cityStatePostal
11 Mar 2021 15:01:49 Ejb3Column [DEBUG] Binding column: Ejb3Column{table=org.hibernate.mapping.Table(ExpenseReimbursementManagementSystem.event_location), mappingColumn=street_name, insertable=true, updatable=true, unique=false}
11 Mar 2021 15:01:49 PropertyBinder [DEBUG] MetadataSourceProcessor property street_name with lazy=false
